,회사명,종목코드,상장일,상장유형,증권구분,상장주선인,액면가(원),공모가(원),공모금액(천원),최초상장주식수(주),1년후종가
763,SK4호스팩,307070,2018-12-07,신규상장,주권,SK증권(주),100,2000,8000000,5160000,2096
764,대유에이피,290120,2018-12-07,신규상장,주권,신영증권(주),500,3000,8400000,10884000,7850
765,골든브릿지이안5호,307870,2018-12-12,신규상장,주권,(주)상상인증권,100,2000,8500000,4750000,2035
766,이노메트리,302430,2018-12-12,신규상장,주권,유진투자증권(주),500,26000,30422314,4825108,14649
767,뉴트리,270870,2018-12-13,신규상장,주권,미래에셋대우(주),500,14500,32799000,9032224,12650
768,전진바이오팜,110020,2018-12-14,신규상장,주권,미래에셋대우(주),500,10000,5000000,4733428,6481
769,머큐리,100590,2018-12-14,신규상장,주권,미래에셋대우(주),500,6100,31232000,14763600,8540
770,에이비엘바이오,298380,2018-12-19,신규상장,주권,한국투자증권(주),500,15000,90000000,44587000,19850
771,대신밸런스제6호스팩,307750,2018-12-19,신규상장,주권,대신증권(주),100,2000,9000000,5010000,2299
772,한국제8호스팩,310870,2018-12-20,신규상장,주권,한국투자증권(주),100,2000,6000000,3420000,2035
773,삼성머스트스팩3호,309930,2018-12-20,신규상장,주권,삼성증권(주),100,2000,7500000,4590000,2113
774,위지윅스튜디오,299900,2018-12-20,신규상장,주권,"엔에이치투자증권주식회사,삼성증권(주)",500,11000,24194665,8798060,5323
775,미래에셋대우스팩2호,310200,2018-12-21,신규상장,주권,미래에셋대우(주),100,2000,5500000,3050000,2040
776,신영스팩4호,307180,2018-12-21,신규상장,주권,신영증권(주),100,2000,8500000,4355000,2095
777,디케이티,290550,2018-12-21,신규상장,주권,엔에이치투자증권주식회사,500,7400,14943560,6879982,11950
778,엔에이치스팩13호,310840,2018-12-24,신규상장,주권,엔에이치투자증권주식회사,100,2000,6000000,3420000,2000
779,유틸렉스,263050,2018-12-24,신규상장,주권,엔에이치투자증권주식회사,500,50000,36350000,7263578,29800
780,키움제5호스팩,311270,2018-12-26,신규상장,주권,키움증권(주),100,2000,7000000,3600000,2040
781,비피도,238200,2018-12-26,신규상장,주권,한국투자증권(주),500,18000,7380018,4090000,22400
782,에어부산,298690,2018-12-27,신규상장,주권,"미래에셋대우(주),엔에이치투자증권주식회사",5000,3600,18745200,52070000,5418
783,웹케시,053580,2019-01-25,신규상장,주권,하나금융투자(주),500,26000,25220000,6630322,43600
784,노랑풍선,104620,2019-01-30,신규상장,주권,"한국투자증권(주),KB증권(주)",500,20000,20000000,4765650,13650
785,이노테라피,246960,2019-02-01,신규상장,주권,대신증권(주),500,18000,9000000,4969184,11100
786,천보,278280,2019-02-11,신규상장,주권,하나금융투자(주),500,40000,100000000,9856294,79200
787,셀리드,299660,2019-02-20,신규상장,주권,삼성증권(주),500,33000,39600000,9441192,21850
788,에코프로비엠,247540,2019-03-05,신규상장,주권,대신증권(주),500,48000,172800000,19850000,86900
789,드림텍,192650,2019-03-14,신규상장,주권,엔에이치투자증권주식회사,100,13000,59092098,27585500,4300
790,미래에셋벤처투자,100790,2019-03-15,신규상장,주권,KB증권(주),1000,4500,20250000,30667215,1970
791,유안타제4호스팩,313750,2019-03-21,신규상장,주권,유안타증권(주),100,2000,8200000,4650000,2005
792,이지케어텍,099750,2019-03-22,신규상장,주권,미래에셋대우(주),500,12300,15990000,6386000,9960
793,케이비17호스팩,317030,2019-03-27,신규상장,주권,KB증권(주),100,2000,10000000,5461000,2000
794,지노믹트리,228760,2019-03-27,이전상장,주권,키움증권(주),500,27000,108000000,19986215,16800
795,현대오토에버,307950,2019-03-28,신규상장,주권,엔에이치투자증권주식회사,5000,48000,168480000,21000000,30950
796,아모그린텍,125210,2019-03-29,신규상장,주권,삼성증권(주),500,9900,40867200,16496790,9010
797,하이제4호스팩,317240,2019-04-29,신규상장,주권,하이투자증권(주),100,2000,8000000,4400000,1310
798,한화에스비아이스팩,317320,2019-05-03,신규상장,주권,한화투자증권(주),100,2000,7500000,4360000,2645
799,SNK,950180,2019-05-07,신규상장,주식예탁증권,엔에이치투자증권주식회사,0,40400,169680000,21061800,15600
800,엔에이치스팩14호,319400,2019-05-08,신규상장,주권,엔에이치투자증권주식회사,100,2000,16000000,8620000,2570
801,컴퍼니케이,307930,2019-05-23,신규상장,주권,엔에이치투자증권주식회사,500,4500,18000000,15610000,8150
802,수젠텍,253840,2019-05-28,이전상장,주권,한국투자증권(주),500,12000,18000000,12926006,32150
803,DB금융스팩7호,322780,2019-05-31,신규상장,주권,DB금융투자주식회사,100,2000,8000000,4550000,2035
804,유진스팩4호,321260,2019-05-31,신규상장,주권,유진투자증권(주),100,2000,6500000,3490000,2010
805,마이크로디지탈,305090,2019-06-05,신규상장,주권,하나금융투자(주),500,23000,16100000,3630800,11500
806,까스텔바쟉,308100,2019-06-10,신규상장,주권,엔에이치투자증권주식회사,500,12000,22680000,6596700,12450
807,압타바이오,293780,2019-06-12,신규상장,주권,"미래에셋대우(주),삼성증권(주)",500,30000,65400000,10881733,33950
808,신한제5호스팩,323230,2019-06-19,신규상장,주권,신한금융투자(주),100,2000,8000000,4310000,2050
809,케이비제18호스팩,323940,2019-06-24,신규상장,주권,KB증권(주),100,2000,15000000,7822000,2010
810,신영스팩5호,323280,2019-06-24,신규상장,주권,신영증권(주),100,2000,6800000,3505000,2015
811,에이에프더블류,312610,2019-07-01,신규상장,주권,엔에이치투자증권주식회사,500,22500,88236000,10128444,5825
812,펌텍코리아,251970,2019-07-04,신규상장,주권,한국투자증권(주),500,190000,97280000,1882710,16350
813,아이스크림에듀,289010,2019-07-11,신규상장,주권,대신증권(주),500,15900,23055000,12637371,8350
814,세틀뱅크,234340,2019-07-12,신규상장,주권,"신한금융투자(주),한국투자증권(주)",500,55000,79585000,9267000,29400
815,이베스트이안스팩1호,323210,2019-07-15,신규상장,주권,이베스트투자증권(주),100,2000,6000000,3200000,2015
816,플리토,300080,2019-07-17,신규상장,주권,한국투자증권(주),500,26000,38310636,5169811,13300
817,에이스토리,241840,2019-07-19,신규상장,주권,엔에이치투자증권주식회사,500,14300,26741000,9318240,7700
818,대모,317850,2019-07-24,신규상장,주권,신한금융투자(주),500,5200,11180000,8324420,5380
819,윌링스,313760,2019-07-25,신규상장,주권,신영증권(주),500,12500,17275000,4862000,13500
820,세경하이테크,148150,2019-07-30,신규상장,주권,키움증권(주),500,35000,28000000,5624000,29500
821,한국바이오젠,318000,2019-08-01,신규상장,주권,미래에셋대우(주),200,6000,10707000,7288035,7060
822,슈프리마아이디,317770,2019-08-01,신규상장,주권,한국투자증권(주),500,27000,23328000,2992520,15600
823,덕산테코피아,317330,2019-08-02,신규상장,주권,엔에이치투자증권주식회사,500,19000,76863873,18377428,14250
824,코윈테크,282880,2019-08-05,신규상장,주권,미래에셋대우(주),500,34500,69000000,9000000,23443
825,그린플러스,186230,2019-08-07,이전상장,주권,한국투자증권(주),500,10000,7000000,3923873,7278
826,레이,228670,2019-08-08,신규상장,주권,한국투자증권(주),500,20000,20000000,6653267,46850
827,에스피시스템스,317830,2019-08-14,신규상장,주권,한국투자증권(주),100,4900,9800000,8145700,6730
828,나노브릭,286750,2019-08-19,신규상장,주권,KB증권(주),1000,16000,7296000,4560103,16950
829,미래에셋대우스팩3호,328380,2019-08-20,신규상장,주권,미래에셋대우(주),100,2000,12300000,6482000,2010
830,마니커에프앤지,195500,2019-08-20,신규상장,주권,유진투자증권(주),500,4000,10400000,10378000,8740
831,네오크레마,311390,2019-08-22,신규상장,주권,키움증권(주),500,8000,12400000,7256000,6840
832,상상인이안제2호스팩,329560,2019-08-30,신규상장,주권,(주)상상인증권,100,2000,6500000,3850000,1990
833,한독크린텍,256150,2019-09-05,신규상장,주권,한국투자증권(주),500,15100,10570000,4021000,22300
834,하나금융13호스팩,320000,2019-09-18,신규상장,주권,하나금융투자(주),100,2000,6000000,3401000,2765
835,라닉스,317120,2019-09-18,신규상장,주권,한국투자증권(주),500,6000,9600000,9435500,8110
836,올리패스,244460,2019-09-20,신규상장,주권,"미래에셋대우(주),키움증권(주)",500,20000,14000000,13875738,18800
837,케이비제19호스팩,330990,2019-09-30,신규상장,주권,KB증권(주),100,2000,8000000,4301000,2010
838,유진스팩5호,331380,2019-10-02,신규상장,주권,유진투자증권(주),100,2000,7000000,4010000,2005
839,대신밸런스제7호스팩,332290,2019-10-11,신규상장,주권,대신증권(주),100,2000,10000000,5205000,2010
840,녹십자웰빙,234690,2019-10-14,신규상장,주권,하나금융투자(주),500,11300,50850000,17752276,15150
841,아톤,158430,2019-10-17,신규상장,주권,"엔에이치투자증권주식회사,KB증권(주)",500,43000,38579084,3612006,26300
842,라온피플,300120,2019-10-18,신규상장,주권,미래에셋대우(주),500,14000,28329700,10178456,19100
843,팜스빌,318010,2019-10-22,신규상장,주권,대신증권(주),500,14000,25357500,7929338,11150
844,엔바이오니아,317870,2019-10-24,신규상장,주권,미래에셋대우(주),500,8200,9102000,7425555,7400
845,케이엔제이,272110,2019-10-25,신규상장,주권,미래에셋대우(주),500,11000,9630192,5386153,10700
846,교보9호스팩,331520,2019-10-29,신규상장,주권,교보증권(주),100,2000,6900000,3880000,2010
847,캐리소프트,317530,2019-10-29,신규상장,주권,미래에셋대우(주),500,9000,8190000,5761200,4200
848,롯데리츠,330590,2019-10-30,신규상장,부동산투자회사,"한국투자증권(주),노무라금융투자(주),홍콩상하이증권 서울지점",500,5000,429922210,171968884,5240
849,지누스,013890,2019-10-30,신규상장,주권,엔에이치투자증권주식회사,500,70000,169169000,14206749,82931
850,신한제6호스팩,333050,2019-10-31,신규상장,주권,신한금융투자(주),100,2000,8000000,5010000,2005
851,티라유텍,322180,2019-10-31,신규상장,주권,미래에셋대우(주),100,12050,13556250,5433750,12350
852,하나금융14호스팩,332710,2019-11-01,신규상장,주권,하나금융투자(주),100,2000,8000000,4410000,2060
853,미디어젠,279600,2019-11-05,이전상장,주권,교보증권(주),500,10600,9858000,4638281,9050
854,자이에스앤디,317400,2019-11-06,신규상장,주권,한국투자증권(주),1000,5200,45760000,26782520,8215
855,미래에셋대우스팩4호,333430,2019-11-06,신규상장,주권,미래에셋대우(주),100,2000,8150000,4390000,2420
856,아이티엠반도체,084850,2019-11-07,신규상장,주권,KB증권(주),500,26000,131300000,22823026,54700
857,라파스,214260,2019-11-11,신규상장,주권,DB금융투자주식회사,500,20000,25600000,8191416,25450
858,한화시스템,272210,2019-11-13,신규상장,주권,"한국투자증권(주),씨티그룹글로벌마켓증권(주),엔에이치투자증권주식회사",5000,12250,402552444,110230389,11750
859,제테마,216080,2019-11-14,신규상장,주권,한국투자증권(주),500,21000,20160000,7462879,25200
860,에스제이그룹,306040,2019-11-18,신규상장,주권,"엔에이치투자증권주식회사,IBK투자증권(주)",500,38600,31652000,3294600,15200
861,현대에너지솔루션,322000,2019-11-19,신규상장,주권,한국투자증권(주),5000,18000,57600000,11200000,40400
862,코리아에셋투자증권,190650,2019-11-20,신규상장,주권,신영증권(주),5000,10000,16000000,6388000,7040
863,우양,103840,2019-11-20,신규상장,주권,미래에셋대우(주),100,4200,15120000,12858000,5200
864,씨에스베어링,297090,2019-11-21,신규상장,주권,한국투자증권(주),500,8400,19992000,9461400,30850
865,티움바이오,321550,2019-11-22,신규상장,주권,키움증권(주),500,12000,30000000,23189926,16000
866,센트랄모텍,308170,2019-11-25,신규상장,주권,한국투자증권(주),500,6000,12600000,8400000,23950
867,노터스,278650,2019-11-27,신규상장,주권,대신증권(주),100,20000,10000000,6971092,21550
868,유안타제5호스팩,336060,2019-11-28,신규상장,주권,유안타증권(주),100,2000,11200000,5930000,2005
869,코리아센터,290510,2019-11-29,신규상장,주권,엔에이치투자증권주식회사,100,18000,45818820,24031048,8730
870,IBKS제11호스팩,335890,2019-12-03,신규상장,주권,IBK투자증권(주),100,2000,9000000,4790000,2715
871,SK5호스팩,337450,2019-12-04,신규상장,주권,SK증권(주),100,2000,8000000,4310000,2020
872,NH프라임리츠,338100,2019-12-05,신규상장,부동산투자회사,엔에이치투자증권주식회사,500,5000,68800000,18660000,4310
873,리메드,302550,2019-12-06,이전상장,주권,한국투자증권(주),500,13000,7800000,5822956,29300
874,IBKS제12호스팩,335870,2019-12-09,신규상장,주권,IBK투자증권(주),100,2000,5800000,3120000,2090
875,태웅로직스,124560,2019-12-10,신규상장,주권,"IBK투자증권(주),(주)비엔케이투자증권",100,4500,22500000,17650000,5390
876,제이엘케이인스펙션,322510,2019-12-11,신규상장,주권,한국투자증권(주),100,9000,18000000,14894862,10850
877,신테카바이오,226330,2019-12-17,신규상장,주권,KB증권(주),500,12000,19200000,13154876,21050
878,메드팩토,235980,2019-12-19,신규상장,주권,삼성증권(주),500,40000,60440000,10097421,99900
879,유안타제6호스팩,340360,2019-12-19,신규상장,주권,유안타증권(주),100,2000,13000000,6845000,1995
880,대신밸런스제8호스팩,336570,2019-12-19,신규상장,주권,대신증권(주),100,2000,10000000,5610000,2095
881,브릿지바이오,288330,2019-12-20,신규상장,주권,"대신증권(주),KB증권(주)",500,60000,42000000,5527562,13400
882,하이제5호스팩,340120,2019-12-23,신규상장,주권,하이투자증권(주),100,2000,8500000,5020000,2065
883,엔에이치스팩15,339950,2019-12-24,신규상장,주권,엔에이치투자증권주식회사,100,2000,12000000,6540000,1640
884,메탈라이프,327260,2019-12-24,신규상장,주권,한국투자증권(주),500,13000,9100000,3465288,24500
885,천랩,311690,2019-12-26,신규상장,주권,한국투자증권(주),500,40000,17200000,3808948,47200
886,피피아이,062970,2019-12-26,신규상장,주권,미래에셋대우(주),500,7000,7000000,9308185,6370
887,한화플러스제1호스팩,340440,2019-12-27,신규상장,주권,한화투자증권(주),100,2000,8000000,4710000,2025
888,케이비제20호스팩,342550,2020-01-30,신규상장,주권,KB증권(주),100,2000,12000000,6501000,2040
889,하나금융15호스팩,341160,2020-01-30,신규상장,주권,하나금융투자(주),100,2000,9000000,4710000,2115
890,위세아이텍,065370,2020-02-10,이전상장,주권,교보증권(주),500,12000,10200000,4292500,15417
891,서남,294630,2020-02-20,신규상장,주권,한국투자증권(주),500,3100,10850000,20365160,3640
892,레몬,294140,2020-02-28,신규상장,주권,미래에셋대우(주),500,7200,29520000,34500000,8530
